RMS ID,MSX Name,Source Type,Flux 8 (Jy),Flux 12 (Jy),Flux 14 (Jy),Flux 21 (Jy),J Mag.,H Mag.,K Mag.,VLSR (km/s),Distance (kpc),D type,FIR Lum.,Lum. Source,Freq. (GHz),Int. Flux,Random?
1782,G336.3602-00.2008,Rejected ,0.136,0.718,2.14,7.32,,,,,NA,,NULL,MSX,,,
1779,G336.3616-00.1377,Diffuse HII region ,5.106,22.034,30.96,84.98,,,,-79.6,4.66/10.73,,61846.0/327898.5,MIPS/IGA,8.6,<1.8,
1866,G336.3626-01.2203,HII region ,1.316,2.997,5.12,9.16,8.4,7.9,7.5,,NA,,NULL,MSX,,,
1770,G336.3684-00.0033A,HII region ,1.635,3.081,4.25,27.61,,,,-128,7.7,Kin,35156,MIPS/IGA,4.8,523.6,
1770,G336.3684-00.0033B,HII region ,1.635,3.081,4.25,27.61,16.8,14.7,13.4,-128,7.7,Kin,19292,MIPS/IGA,8.6,<2.4,
1770,G336.3684-00.0033C,HII region ,1.635,3.081,4.25,27.61,,,,-128,7.7,Kin,35156,MIPS/IGA,8.6,<2.4,
1784,G336.3707-00.2376,Rejected ,0.27,-0.673,1,5.29,,,,,NA,,NULL,MSX,,,
1785,G336.3756-00.2456,Rejected ,0.259,-0.549,1.34,7.01,,,,,NA,,NULL,MSX,,,
4225,G336.3813-00.2098,Rejected ,0.053,1.125,0.8,2.98,,,,,NA,,NULL,MSX,,,
1783,G336.3815-00.2059,Rejected ,0.154,0.623,1.53,6.16,,,,,NA,,NULL,MSX,,,
4227,G336.3849-00.2791,Rejected ,0.062,-0.549,0.87,2.96,,,,,NA,,NULL,MSX,,,
1791,G336.4070-00.2502,Diffuse HII region ,1.836,3.842,2.63,5.72,,,,,NA,,NULL,MSX,,,
4226,G336.4102-00.2545A,YSO?,0.07,1.263,3.55,12.13,,,,-86.2,10.5,Kin,14219,MSX,,,
4226,G336.4102-00.2545B,HII region?,0.07,1.263,3.55,12.13,,,,-86.2,10.5,Kin,53294,MSX,8.6,12.5,
1772,G336.4130+00.0292,Diffuse HII region ,1.177,1.972,1.42,2.97,,,,,NA,,NULL,MSX,,,
1868,G336.4170-01.1858,Evolved star??,1.302,2.669,3.1,4.75,13.2,12.4,11.7,,NA,,NULL,MSX,,,
1793,G336.4193-00.2433,Rejected ,0.713,2.336,2.2,5.34,,,,,NA,,NULL,MSX,,,
1794,G336.4289-00.2472,Diffuse HII region ,1.146,3.039,2.68,4.54,,,,,NA,,NULL,MSX,,,
1799,G336.4415-00.2597,HII region ,2.559,4.955,4.56,11.53,,,,-89,10.4,Kin,48916,MIPS/IGA,4.8,<1.9,
1780,G336.4524-00.0538,OH/IR star ,1.765,2.679,3.94,4.02,,,,,NA,,NULL,MSX,4.8,<1.2,
1805,G336.4595-00.2666,Rejected ,0.106,2.19,4.26,18.32,,,,,NA,,NULL,MSX,,,
1775,G336.4691+00.0176,Other ,0.968,1.314,0.9,2.73,7.7,6.6,6.1,,NA,,NULL,MSX,,,
1776,G336.4815+00.0241,Other ,0.324,1.118,1.71,4.55,11.4,9.4,8.4,,NA,,NULL,MSX,,,
1771,G336.4822+00.0942,Young/old star ,3.264,7.048,7.26,14.13,11.9,8.1,6.2,,NA,,NULL,MSX,,,
1898,G336.4917-01.4741A,HII region ,58.217,147.32,264.2,1796.3,10.8,9.1,7.7,-23.4,2,Kin,233414,MSX,,,
1898,G336.4917-01.4741B,YSO ,58.217,147.32,264.2,1796.3,11.7,10.3,8.8,-23.4,2,Kin,12285,MSX,,,
1810,G336.4982-00.2596,Diffuse HII region ,2.006,5.383,6.66,12.29,,,,,NA,,NULL,MSX,,,
4230,G336.5169-00.2496,Rejected ,-0.045,0.553,0.85,2.93,,,,,NA,,NULL,MSX,,,
4840,G336.5242-01.4668,Diffuse HII region ,0.367,-0.661,0.74,7.84,,,,-23,2,Kin,1051,MSX,4.8,<13.1,
1995,G336.5299-01.7344,YSO ,2.857,3.749,4.19,5.46,13.2,10.4,8.4,-20.9,1.8,Kin,2133,MIPS/IGA,8.6,<0.4,
1803,G336.5396-00.1819,HII region?,1.667,4.314,5.97,18.52,16.8,15.4,13.3,-84.5,10.6,Kin,30592,MIPS/IGA,8.6,<0.5,
1804,G336.5421-00.1878,Other?,0.958,4.562,6.43,13.73,13.6,10.2,8.3,,NA,,NULL,MSX,,,
1809,G336.5488-00.2081,HII region ,1.376,2.875,2.57,7.96,,,,-84.7,10.6,Kin,39178,MIPS/IGA,8.6,<1.9,
2002,G336.5504-01.8073,HII region??,0.356,0.951,1.94,5.76,10.4,9.4,8.8,,NA,,NULL,MSX,,,
4839,G336.5506-01.4216,HII region ,0.213,-0.661,0.71,6.78,,,,,NA,,NULL,MSX,,,
1853,G336.6445-00.6953,PN ,3.287,9.479,14.97,29.44,14.8,13.3,11.2,,NA,,NULL,MSX,,,
1825,G336.6503-00.2197,Evolved star?,1.386,2.281,2.56,2.7,14.1,13.2,10.6,,NA,,NULL,MSX,4.8,<0.6,
4250,G336.6568-01.4099,YSO?,0.087,-0.573,1.06,4.74,,,,,NA,,NULL,MSX,,,
1789,G336.6964+00.0268,Rejected ,0.087,0.925,1.2,3.51,,,,-114.2,7.7,Kin,7216,MSX,8.6,<2.1,
1790,G336.7382+00.0624,Diffuse HII region?,0.322,1.418,1.39,4.95,,,,,NA,,NULL,MSX,,,
1792,G336.7416+00.0554,Diffuse HII region ,1.01,1.812,1.7,4.89,,,,,NA,,NULL,MSX,,,
1795,G336.7637+00.0518,Rejected ,1.348,2.135,2.16,7.55,,,,,NA,,NULL,MSX,,,
1778,G336.7725+00.2463,HII region ,1.393,2.627,2.83,8.58,,,,-74.5,4.5,Kin,2876,MIPS/IGA,8.6,<0.5,
4229,G336.7738+00.0380,Rejected ,0.197,0.698,1.12,4.19,,,,,NA,,NULL,MSX,,,
1797,G336.7760+00.0512,Rejected ,1.355,2.192,2.16,4.5,,,,,NA,,NULL,MSX,,,
1802,G336.7782+00.0461,Rejected ,0.559,1.698,3.4,9.29,,,,,NA,,NULL,MSX,,,
1798,G336.7811+00.0548,Diffuse HII region ,0.882,1.841,2.17,7.55,,,,,NA,,NULL,MSX,,,
1796,G336.7827+00.0630,Rejected ,0.314,1.564,1.06,4.5,,,,,NA,,NULL,MSX,,,
1801,G336.7876+00.0574,Rejected ,0.623,1.012,2.02,5.32,,,,,NA,,NULL,MSX,,,
1788,G336.7923+00.1233,Rejected ,0.317,0.814,1.04,6.65,,,,,NA,,NULL,MSX,,,
1808,G336.7975+00.0308,Rejected ,1.021,2.162,1.95,3.33,,,,,NA,,NULL,MSX,,,
1786,G336.7982+00.1323,HII region ,1.477,1.762,2.04,5.21,,,,-73.9,4.5,Kin,3199,MSX,,,
1807,G336.7993+00.0381,Rejected ,0.887,1.674,1.61,3.4,,,,,NA,,NULL,MSX,,,
1811,G336.8059+00.0116,Rejected ,0.191,1.188,1.2,5.94,,,,,NA,,NULL,MSX,,,
1844,G336.8308-00.3752,YSO ,0.159,0.738,2.74,8.87,15.5,14.4,13,-22.3,13.5,Kin,37628,MIPS/IGA,8.6,<0.4,
1812,G336.8324+00.0301,HII region ,0.878,3.604,5.9,7.58,,,,-75.1,10.9,Kin,40064,MIPS/IGA,4.8,<1.5,
1822,G336.8359-00.0307,Rejected ,0.648,1.074,0.87,3.22,,,,,NA,,NULL,MSX,,,
1814,G336.8396+00.0170,Rejected ,0.701,1.118,0.76,2.75,,,,,NA,,NULL,MSX,,,
1817,G336.8399+00.0001,Rejected ,0.111,1.921,1.99,7.68,,,,,NA,,NULL,MSX,,,
1815,G336.8418+00.0065,Rejected ,0.564,1.73,2.7,6.44,,,,,NA,,NULL,MSX,,,
1819,G336.8455-00.0096,HII region?,0.861,5.034,9.04,20.57,,,,,10.9,,84645,MSX,,,
4231,G336.8474-00.0271,Rejected ,-0.05,0.753,1.28,5.19,,,,,NA,,NULL,MSX,,,
1818,G336.8654+00.0182,HII region?,0.857,1.726,1.1,3.42,,,,-76.4,10.9,Kin,50935,MSX,8.6,<2.8,
1821,G336.8666-00.0004,Diffuse HII region ,1.438,8.032,13,31.88,,,,,NA,,NULL,MSX,,,
1823,G336.8683-00.0053,Rejected ,1.548,5.35,9.55,20.93,,,,,NA,,NULL,MSX,,,
1826,G336.8684-00.0334,Rejected ,0.228,1.368,1.05,4.47,,,,,NA,,NULL,MSX,,,
4232,G336.8735-00.0234,Rejected ,-0.035,1.717,1.71,5.99,,,,,NA,,NULL,MSX,,,
4228,G336.8857+00.1443,Rejected ,-0.035,0.708,1.61,7.96,,,,,NA,,NULL,MSX,,,
1816,G336.8877+00.0483,HII region ,5.626,14.072,19.98,61.7,,,,-121.2,7.7,Kin,37674,MIPS/IGA,8.6,<1.5,
4834,G336.8885+00.1276,Rejected ,0.138,-0.673,-0.48,3.09,,,,,NA,,NULL,MSX,,,
1813,G336.8896+00.0636,HII region?,0.604,1.693,2.94,10.86,,,,-121,7.7,Kin,7074,MIPS/IGA,8.6,<1.7,
1830,G336.9009-00.0345,HII region ,1.116,1.163,1.23,5.09,,,,-121.4,7.7,Kin,25340,MSX,8.6,83,
1836,G336.9033-00.1521A,HII region ,1.56,1.863,2.43,3.73,,,,-73.1,4.4,Kin,5358,MIPS/IGA,8.6,<3.1,
1836,G336.9033-00.1521B,YSO ,1.56,1.863,2.43,3.73,10.2,8.5,7.4,-73.1,4.4,Kin,1554,MIPS/IGA,8.6,<3.1,
1837,G336.9136-00.1607,Rejected?,0.212,0.909,2.29,5.4,,,,,NA,,NULL,MSX,,,
1820,G336.9254+00.0559,Diffuse HII region ,0.372,2.532,5.01,16.03,,,,,NA,,NULL,MSX,,,
1824,G336.9304+00.0502,Rejected ,1.074,1.962,1.13,3.85,,,,,NA,,NULL,MSX,,,
1838,G336.9307-00.1628,Rejected ,0.106,0.72,1.9,5.55,,,,,NA,,NULL,MSX,,,
4233,G336.9417-00.1667,Rejected ,0.086,0.633,0.99,2.77,,,,,NA,,NULL,MSX,,,
1841,G336.9842-00.1835,HII region ,6.787,22.746,41.37,56.59,17.2,14,10.3,-75.1,4.5,Kin,24068,MIPS/IGA,4.8,18,
1831,G336.9869-00.0050,HII region ,0.942,1.237,1.43,5.17,,,,-122.2,7.7,Kin,9568,MIPS/IGA,4.8,13.2,
1832,G336.9920-00.0244,HII region ,1.318,3.075,3.9,17.53,,,,-120.9,7.7,Kin,131951,MIPS/IGA,4.8,129.1,
1833,G337.0028-00.0303,Diffuse HII region ,1.329,2.11,2.04,4.1,,,,,NA,,NULL,MSX,,,
1787,G337.0047+00.3226,HII region ,2.419,4.006,4.28,19.23,,,,-62.8,11.4,Kin,57299,MIPS/IGA,8.6,242.8,
2022,G337.0288-01.7952,OH/IR star ,3.332,4.921,5.16,6.62,14.2,10.7,8.1,-53.3,3.6,Kin,2980,MSX,4.8,<0.7,
4835,G337.0440+00.2489,Diffuse HII region?,0.287,0.625,0.71,3,,,,,NA,,NULL,MSX,,,
4836,G337.0446+00.0759,Rejected ,0.128,-0.673,0.54,3.24,,,,,NA,,NULL,MSX,,,
1834,G337.0470-00.0011,HII region ,1.612,2.159,1.87,6.03,,,,-118.9,7.7,Kin,6727,MIPS/IGA,4.8,<1.1,
1973,G337.0642-01.1723,PN?,0.794,2.076,3.46,9.5,14.4,13.6,12.4,-39.9,3,Kin,2875,MSX,4.8,15.1,
1847,G337.0780-00.1867,Evolved star ,3.534,5.443,6.77,6.98,11.5,8.9,7.3,,NA,,NULL,MSX,,,
1839,G337.0924-00.0597,HII region ,0.594,1.438,2.23,7.08,,,,,NA,,NULL,MSX,8.6,<0.8,
1895,G337.0963-00.9291,YSO ,0.293,0.615,1.39,7.37,12.9,12.5,11.8,-42.9,3.1,Kin,3507,MIPS/IGA,4.8,<1.3,
1905,G337.0983-00.9654,Rejected ,0.306,0.952,1.26,4.87,,,,,NA,,NULL,MSX,,,
1848,G337.1218-00.1748,Diffuse HII region ,9.532,31.098,77.91,165.2,,,,-75.1,11,Kin,630038,MIPS/IGA,8.6,<4.0,
1849,G337.1234-00.1780,Rejected ,3.55,28.746,17.78,30.28,,,,-75.1,11,Kin,125630,MSX,,,
1859,G337.1555-00.3951,YSO ,1.653,1.005,2.69,4.77,18,16.4,12.1,-41.7,3.1,Kin,3168,MIPS/IGA,8.6,<1.5,
1842,G337.1729-00.0597,Diffuse HII region ,1.675,1.372,4.72,14.86,,,,,NA,,NULL,MSX,,,
1845,G337.1874-00.0589,HII region?,2.019,1.074,2.68,7.6,,,,-67.9,4.2,Kin,3853,MIPS/IGA,8.6,<0.9,
1850,G337.1905-00.1194,Young/old star ,0.461,0.721,1.97,3.02,,,,,NA,,NULL,MSX,,,
4241,G337.1980-00.6815,Evolved star?,-0.029,-0.468,2.32,5.18,16,14.6,14,-41.7,3.1,Kin,684,MIPS/IGA,,,
4234,G337.2556-00.1676,Rejected ,-0.045,0.75,2.55,4.83,,,,,NA,,NULL,MSX,,,
1855,G337.2802-00.1596,Rejected?,0.922,1.762,2.21,3.78,,,,,NA,,NULL,MSX,,,
1852,G337.2845-00.1137,Diffuse HII region ,0.971,1.328,1.63,3.28,,,,,NA,,NULL,MSX,,,
1840,G337.2850+00.1124,Diffuse HII region ,0.227,1.475,2.13,5.77,,,,,NA,,NULL,MSX,,,
4235,G337.3055-00.1456,Rejected ,1.836,0.555,1.06,3.05,,,,,NA,,NULL,MSX,,,
1856,G337.3071-00.1521A,YSO ,0.997,1.491,1.09,3,15.3,14.6,11.5,-68.9,4.3,Kin,3419,MIPS/IGA,8.6,<1.6,
1856,G337.3071-00.1521B,Evolved star ,0.997,1.491,1.09,3,9.8,7.3,6.1,-68.9,4.3,Kin,269,MIPS/IGA,8.6,<1.6,
4237,G337.4032-00.4037,HII region ,2.128,4.67,2.9,17.82,,,,-41.4,3.1,Kin,84194,MSX,4.8,90.3,
1870,G337.4050-00.4071A,YSO ,2.736,3.427,6.88,44.02,17.5,15.6,13.6,-41.9,3.1,Kin,5916,MIPS/IGA,8.6,<0.4,
1870,G337.4050-00.4071B,HII region ,2.736,3.427,6.88,44.02,,,,-41.9,3.1,Kin,54278,MIPS/IGA,4.8,90.3,
1870,G337.4050-00.4071C,HII region ,2.736,3.427,6.88,44.02,,,,-41.9,3.1,Kin,54278,MIPS/IGA,4.8,90.3,
1873,G337.4542-00.3686,Rejected ,0.322,0.974,1.28,4.92,,,,,NA,,NULL,MSX,,,
1758,G337.4744+01.6193,PN ,2.782,8.111,9.32,33.4,11.9,11.2,10.2,,NA,,NULL,MSX,,,
4837,G337.5177-00.3037,Rejected ,0.107,0.516,-0.89,3.41,,,,,NA,,NULL,MSX,,,
4238,G337.5218-00.3050,Rejected ,-0.064,-1.134,1.84,4.95,,,,,NA,,NULL,MSX,,,
1874,G337.5263-00.3058,Rejected ,0.182,0.953,2.23,7.36,,,,,NA,,NULL,MSX,,,
1872,G337.5312-00.2984,Rejected ,0.247,0.617,0.78,2.88,,,,,NA,,NULL,MSX,,,
1876,G337.5326-00.3081,Rejected ,0.371,1.549,1.29,3.94,,,,,NA,,NULL,MSX,,,
4239,G337.5389-00.3053,Rejected ,-0.038,0.262,1.13,4.63,,,,,NA,,NULL,MSX,,,
4240,G337.5420-00.3110,Rejected ,-0.126,0.31,0.3,2.87,,,,,NA,,NULL,MSX,,,
1877,G337.5437-00.3019,Diffuse HII region ,0.095,0.447,0.51,3.16,,,,,NA,,NULL,MSX,,,
1862,G337.6175-00.0618,HII region ,1.826,5.889,8.4,15.66,,,,-49.5,12.1,Kin,88013,MSX,,,
4236,G337.6301-00.0781,HII region ,-0.111,-1.964,0.4,3.98,,,,-56.5,3.8,Kin,9090,MIPS/IGA,4.8,31,
1865,G337.6341-00.0775,HII region ,0.278,0.237,0.46,2.94,,,,-56.5,3.8,Kin,7197,MSX,8.6,31.3,
1871,G337.6651-00.1750,HII region ,0.974,1.744,2.37,7.6,,,,-53.1,11.9,Kin,43686,MIPS/IGA,4.8,670.8,
4243,G337.6869-00.3525,Rejected ,-0.078,0.801,1.85,8.19,,,,,NA,,NULL,MSX,,,
1885,G337.6896-00.3463,Diffuse HII region ,0.095,1.371,3.11,13.49,,,,,NA,,NULL,MSX,,,
1886,G337.6957-00.3559,Rejected ,0.171,1.036,1.13,5.5,,,,,NA,,NULL,MSX,,,
1869,G337.7051-00.0575A,Diffuse HII region ,2.043,5.135,7.08,15.43,,,,-46.5,12.2,Kin,39727,MSX,4.8,<0.8,
1869,G337.7051-00.0575B,HII region ,2.043,5.135,7.08,15.43,16.8,14.5,13.7,-46.5,12.2,Kin,143189,MSX,4.8,76.3,
1860,G337.7091+00.0932A,HII region ,0.939,1.829,2.49,7.73,,,,-76.7,10.9,Kin,9586,MSX,4.8,144.9,
1860,G337.7091+00.0932B,HII region ,0.939,1.829,2.49,7.73,,,,-76.7,10.9,Kin,22006,MSX,4.8,102.6,
1860,G337.7091+00.0932C,HII region ,0.939,1.829,2.49,7.73,,,,-76.7,10.9,Kin,132034,MSX,4.8,6.4,
1851,G337.7190+00.3501,OH/IR star ,6.296,8.272,13.3,13.35,,,,,NA,,NULL,MSX,8.6,<0.8,
1777,G337.7258+01.1578,Young/old star??,0.067,-0.566,0.49,4.96,9,8.5,8.2,,NA,,NULL,MSX,,,
1939,G337.8442-00.3748,HII region ,40.317,89.621,128.2,225.18,14.3,10.9,7.8,-40.4,3,Kin,37270,MIPS/IGA,4.8,11.1,
1981,G337.9141-00.4657,Diffuse HII region ,27.227,94.7,138.3,305.88,,,,,NA,,NULL,MSX,,,
1982,G337.9266-00.4588,HII region ,22.743,68.612,103.91,489.77,,,,-40.2,3,Kin,133565,MSX,8.6,452,
4259,G337.9401-00.4914,Rejected ,-0.116,-1.66,1.18,8.21,,,,,NA,,NULL,MSX,,,
4260,G337.9458-00.4946,Rejected ,-0.067,-1.006,0.69,5.52,,,,,NA,,NULL,MSX,,,
1987,G337.9460-00.4618,Rejected ,0.059,0.736,1.83,8.02,,,,,NA,,NULL,MSX,,,
1990,G337.9532-00.4610,Rejected ,0.177,1.004,1.24,5.11,,,,,NA,,NULL,MSX,,,
4261,G337.9535-00.5033,Rejected ,-0.035,1.672,1.1,8.59,,,,,NA,,NULL,MSX,,,
1997,G337.9559-00.4984,Rejected ,0.049,1.214,1.41,7.1,,,,,NA,,NULL,MSX,,,
1998,G337.9603-00.4960,Rejected ,0.195,1.548,1.53,6.44,,,,,NA,,NULL,MSX,,,
4262,G337.9687-00.4932,Rejected ,-0.078,0.731,0.56,4.2,,,,,NA,,NULL,MSX,,,
1994,G337.9704-00.4582,Rejected ,0.035,0.218,0.49,3.19,,,,,NA,,NULL,MSX,,,
1875,G337.9715+00.0908,YSO?,2.445,2.526,4.15,4.59,17.1,15.1,11.2,-39.6,3/12.57,,2983.0/52369.8,MIPS/IGA,4.8,<1.6,
1897,G337.9858-00.1442A,HII region ,1.062,1.046,1.24,3.2,,,,-63.7,11.5,Kin,8516,MSX,,,
1897,G337.9858-00.1442B,HII region ,1.062,1.046,1.24,3.2,,,,-63.7,11.5,Kin,8516,MSX,,,
1806,G337.9896+01.1341,OH/IR star ,5.145,7.449,8.89,10.46,15.8,13.5,10.8,,NA,,NULL,MSX,4.8,<1.0,
1878,G337.9947+00.0770,HII region ,6.34,9.454,8.79,35.59,,,,-122.7,7.8,Kin,23791,MIPS/IGA,8.6,<1.4,
1888,G337.9955-00.0963,YSO ,0.249,0.271,0.69,2.75,,,,,11.4,Kin,8388,MSX,,,
1900,G338.0008-00.1498A,Evolved star?,2.124,2.735,2.91,5.92,16.1,14.7,13.1,-65.7,11.4,Kin,25952,MIPS/IGA,4.8,<0.5,
1900,G338.0008-00.1498B,HII region ,2.124,2.735,2.91,5.92,,,,-65.7,11.4,Kin,11734,MIPS/IGA,4.8,6.1,
1882,G338.0074+00.0177,HII region ,1.899,2.562,2.74,11.75,,,,-63.3,11.5,Kin,42906,MIPS/IGA,8.6,<3.5,
1883,G338.0138+00.0213,Rejected ,0.384,0.973,1.81,6.13,,,,,NA,,NULL,MSX,,,
2048,G338.0305-01.8216,Evolved star??,1.435,2.062,2.58,2.91,14,12.5,10,-9.5,1.1,Kin,111,MSX,4.8,<0.6,
1894,G338.0641-00.0690,Diffuse HII region ,1.506,3.323,3.64,8.7,,,,-38.8,2.96/12.62,,3233.0/58768.6,MIPS/IGA,4.8,<3.0,
1884,G338.0715+00.0126A,HII region ,1.442,1.978,3.52,9.64,,,,-39.7,3,Kin,9563,MSX,4.8,542.3,
1884,G338.0715+00.0126B,YSO ,1.442,1.978,3.52,9.64,,,,-39.7,3,Kin,452,MSX,,,
1884,G338.0715+00.0126C,HII/YSO ,1.442,1.978,3.52,9.64,,,,-39.7,3,Kin,17532,MSX,,,
1953,G338.1127-00.1905A,YSO ,0.879,1.058,1.17,4.66,,,,-49.4,12.1,Kin,3600,MIPS/IGA,4.8,<1.6,
1953,G338.1127-00.1905B,HII region ,0.879,1.058,1.17,4.66,,,,-49.4,12.1,Kin,11281,MIPS/IGA,4.8,<1.6,
1953,G338.1127-00.1905C,HII region ,0.879,1.058,1.17,4.66,,,,-49.4,12.1,Kin,2156,MIPS/IGA,4.8,<1.6,
1962,G338.1193-00.2006,Rejected ,0.14,0.754,1.83,6.59,,,,,NA,,NULL,MSX,,,
1961,G338.1220-00.1965,Rejected ,0.388,1.156,1.03,3.52,,,,,NA,,NULL,MSX,,,
1958,G338.1244-00.1934,Diffuse HII region?,0.108,-0.777,1.45,3.65,,,,,NA,,NULL,MSX,,,
4838,G338.1260+00.1719,YSO ,0.146,-1.074,-0.8,2.87,,,,-34.2,2.71/12.88,,741.5/16750.2,MSX,,,
1960,G338.1272-00.1915,Rejected ,0.069,1.056,0.5,2.82,,,,,NA,,NULL,MSX,,,
1864,G338.2231+00.4606,OH/IR star ,11.075,14.682,12.8,21.35,8.9,6.8,5.4,,NA,,NULL,MSX,,,
2012,G338.2253-00.5094,YSO?,1.475,1.831,2.52,10.55,16.5,13.1,9.9,-20.8,13.7,Kin,30321,MIPS/IGA,4.8,<0.5,
2108,G338.2379-03.3589,Evolved star ,0.175,1.257,1.29,3.19,10.9,10.4,10.1,,NA,,NULL,MSX,,,
2004,G338.2642-00.3632,HII region ,0.334,0.751,0.89,3.81,,,,,NA,,NULL,MSX,4.8,36.7,
1863,G338.2717+00.5211A,YSO ,0.808,1.272,1.49,7.57,,,,-62.2,4.1,Kin,2382,MIPS/IGA,4.8,<0.7,
1863,G338.2717+00.5211B,YSO ,0.808,1.272,1.49,7.57,,,,-62.2,4.1,Kin,2019,MIPS/IGA,4.8,<0.7,
1861,G338.2801+00.5419A,YSO ,0.122,0.313,0.84,7.43,,,,-62.7,4.1,Kin,5083,MIPS/IGA,4.8,<0.5,
1861,G338.2801+00.5419B,YSO ,0.122,0.313,0.84,7.43,,,,-62.7,4.1,Kin,268,MIPS/IGA,4.8,<0.5,
1945,G338.2811-00.0124,Rejected ,0.073,0.916,2.38,5.74,,,,,NA,,NULL,MSX,,,
2005,G338.2900-00.3729,Diffuse HII region ,0.867,1.486,1.46,3.93,,,,-12.6,1.31/14.3,,1254.5/149482.2,MIPS/IGA,4.8,<1.1,
1889,G338.3022+00.1691,Rejected ,0.068,0.386,0.82,3.04,,,,,NA,,NULL,MSX,,,
1890,G338.3083+00.1718,Rejected ,0.088,0.321,0.69,3.1,,,,,NA,,NULL,MSX,,,
4244,G338.3133+00.1681,Rejected ,0.022,0.176,0.62,3.47,,,,,NA,,NULL,MSX,,,
1891,G338.3165+00.1721,Rejected ,0.327,0.788,0.43,3.01,,,,,NA,,NULL,MSX,,,
1887,G338.3214+00.1983,Rejected ,0.334,1.793,2.44,8.02,,,,,NA,,NULL,MSX,,,
1893,G338.3249+00.1733,Rejected ,0.73,1.026,1.16,4.6,,,,,NA,,NULL,MSX,,,
1899,G338.3253+00.1541,HII region ,1.228,1.73,1.31,6.45,,,,-31.4,13.1,Kin,43038,MIPS/IGA,8.6,<1.6,
1892,G338.3307+00.1834,Rejected ,0.593,1.199,0.93,3.23,,,,,NA,,NULL,MSX,,,
1904,G338.3340+00.1315,HII region ,1.333,2.685,3.35,20.05,,,,-35.1,12.8,Kin,477007,MIPS/IGA,4.8,235.7,
4245,G338.3401+00.1417,Rejected ,-0.095,0.53,0.87,7.3,,,,,NA,,NULL,MSX,,,
1909,G338.3403+00.1283,Other ,0.662,4.664,11.48,52.3,13.9,10.2,8.1,,NA,,NULL,MSX,,,
1913,G338.3483+00.1321,HII region ,1.301,3.548,5.56,19.7,,,,-36.5,12.8,Kin,38249,MIPS/IGA,4.8,<12.2,
4253,G338.3505+00.0398,Rejected ,-0.059,0.474,1.44,2.73,,,,,NA,,NULL,MSX,,,
1925,G338.3506+00.1219,Rejected ,0.324,2.541,6.18,14.93,,,,,NA,,NULL,MSX,,,
1918,G338.3532+00.1293,Rejected ,0.081,4.245,9.76,27.26,,,,-35.6,2.8/12.81,,7381.8/154504.7,MSX,8.6,<2.8,
1903,G338.3546+00.1521,Diffuse HII region ,3.434,6.699,6.72,20.81,,,,,NA,,NULL,MSX,,,
1907,G338.3557+00.1462,Rejected ,1.087,3.675,6.49,18.63,,,,,NA,,NULL,MSX,,,
4254,G338.3565+00.0409,Rejected ,-0.055,0.227,1,3.28,,,,,NA,,NULL,MSX,,,
1985,G338.3565-00.0953,Diffuse HII region ,0.262,0.554,1.18,5.04,,,,,NA,,NULL,MSX,,,
1970,G338.3581-00.0252,Rejected ,0.905,1.284,1.1,3.11,,,,,NA,,NULL,MSX,,,
1944,G338.3583+00.0570,Rejected ,0.032,0.443,0.42,3.08,,,,,NA,,NULL,MSX,,,
1911,G338.3597+00.1430A,YSO ,1.792,6.759,10.99,35.68,,,,-36.4,12.8,Kin,10148,MIPS/IGA,4.8,<12.4,
1911,G338.3597+00.1430B,HII region?,1.792,6.759,10.99,35.68,,,,-36.4,12.8,Kin,41871,MIPS/IGA,4.8,<12.4,
1988,G338.3615-00.0957,Rejected ,0.22,0.758,1.32,3.87,,,,,NA,,NULL,MSX,,,
1906,G338.3638+00.1557,Rejected ,0.274,2.418,4.95,17.94,,,,,NA,,NULL,MSX,,,
1971,G338.3652-00.0191,Diffuse HII region ,0.518,1.989,3.93,7.98,,,,,NA,,NULL,MSX,,,
1991,G338.3667-00.0971,Diffuse HII region ,0.379,0.968,0.57,2.8,,,,,NA,,NULL,MSX,,,
1974,G338.3676-00.0225,Rejected ,0.454,2.713,3.59,7.2,,,,,NA,,NULL,MSX,,,
1975,G338.3684-00.0263,Rejected ,1.015,1.867,1.59,3.97,,,,,NA,,NULL,MSX,,,
1957,G338.3688+00.0283,Rejected ,0.204,0.673,0.51,3.37,,,,,NA,,NULL,MSX,,,
1901,G338.3697+00.1750,Other ,1.221,2.662,3.77,8.92,7.8,6,5.1,,NA,,NULL,MSX,,,
1902,G338.3737+00.1690,Rejected ,0.644,4.963,8.06,20.13,,,,,NA,,NULL,MSX,,,
1999,G338.3739-00.1519,HII region ,1.034,1.977,2.81,6.9,,,,4.4,15.9,Kin,42731,MIPS/IGA,8.6,<1.7,
1941,G338.3767+00.0902,Evolved star ,7.236,19.431,20.85,24.47,11,7.5,5.7,,NA,,NULL,MSX,,,
1912,G338.3829+00.1632,HII region ,3.154,9.48,11.86,42.56,,,,-35.7,12.8,Kin,74830,MIPS/IGA,8.6,<5.2,
1858,G338.3873+00.7249,OH/IR star ,1.299,2.121,2.74,3.59,14.7,13.9,11.5,,NA,,NULL,MSX,4.8,<1.2,
1963,G338.3895+00.0381,Rejected ,0.062,0.437,0.66,4.6,,,,,NA,,NULL,MSX,,,
1948,G338.3899+00.0637,Rejected ,0.707,0.771,1.51,5.16,,,,,NA,,NULL,MSX,,,
