#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-02-13T19:12:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c6464a76380	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-nav=cat:V/114&tab:{V/114/msx6_gp}&key:source=V/114/msx6_gp&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/114/msx6_gp
#-order=I
#-out=MSX6C
#-out=RAJ2000
#-out=DEJ2000
#-out=B1
#-out=q_B1
#-out=e_B1
#-out=A
#-out=q_A
#q_A=>= 2
#-out=e_A
#-out=C
#-out=q_C
#-out=e_C
#-out=D
#-out=q_D
#q_D=>= 2
#-out=e_D
#-out=E
#-out=q_E
#q_E=>= 2
#-out=e_E
#Old=Old
#

#RESOURCE=yCat_5114
#Name: V/114
#Title: MSX6C Infrared Point Source Catalog (Egan+ 2003)
#Table	V_114_msx6_gp:
#Name: V/114/msx6_gp
#Title: The complete MSX6C catalogue in the Galactic Plane (|b|<=6{deg})
#Column	MSX6C	(a17)	Name (based on galactic position)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F8.4)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	B1	(E10.3)	Flux density in B1 (4.29um) band (1)	[ucd=phot.mag;em.IR.4-8um]
#Column	q_B1	(I1)	[0,4] Band B1 quality (2)	[ucd=meta.code.qual]
#Column	e_B1	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	A	(E10.3)	Flux density in A (8.28um) band (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	q_A	(I1)	[0,4] Band A quality (2)	[ucd=meta.code.qual]
#Column	e_A	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	C	(E10.3)	Flux density in C (12.13um) band (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	q_C	(I1)	[0,4] Band C quality (2)	[ucd=meta.code.qual]
#Column	e_C	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	D	(E10.3)	Flux density in D (14.65um) band (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	q_D	(I1)	[0,4] Band D quality (2)	[ucd=meta.code.qual]
#Column	e_D	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	E	(E10.3)	Flux density in E (21.34um) band (1)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	q_E	(I1)	[0,4] Band E quality (2)	[ucd=meta.code.qual]
#Column	e_E	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
MSX6C;RAJ2000;DEJ2000;B1;q_B1;e_B1;A;q_A;e_A;C;q_C;e_C;D;q_D;e_D;E;q_E;e_E
G033.0923-00.0727;282.9975;+00.1096;-5.423e+00;0;     ; 6.794e-02;4;  5.1; 3.545e-01;2;  7.0; 6.325e-01;4;  6.4; 1.921e+00;4;  6.1
G033.2188-00.0247;283.0124;+00.2441;-1.021e+01;0;     ; 3.956e-01;4;  4.1; 5.208e-01;3;  6.0; 3.734e-01;3;  6.9; 9.647e-01;3;  6.4
G033.4191+00.0314;283.0537;+00.4480;-5.423e+00;0;     ; 1.683e-01;4;  4.3;-3.245e-01;0;     ; 2.375e-01;2;  8.0; 2.102e+00;4;  6.1
G033.4609+00.0760;283.0332;+00.5055;-8.844e+00;0;     ; 5.417e-02;3;  5.6;-4.581e-01;0;     ; 2.253e-01;2;  8.1; 1.036e+00;3;  6.4
G170.9858+00.0770;080.6548;+36.5488; 1.655e+01;4;  8.8; 6.033e+00;4;  4.1; 3.075e+00;4;  5.0; 2.235e+00;4;  6.1; 9.658e-01;3;  6.4
G171.3546-00.0283;080.8062;+36.1852;-4.886e+00;0;     ; 2.210e+00;4;  4.1; 1.713e+00;4;  5.0; 1.307e+00;4;  6.1; 9.005e-01;3;  6.5
G171.1664+00.4509;081.1662;+36.6108; 1.793e+01;1; 36.9; 1.299e-01;4;  4.4; 1.953e-01;1; 10.6; 2.692e-01;2;  7.7; 8.280e-01;3;  6.6
G259.9598-00.0723;128.8631;-40.6750;-8.352e+00;0;     ; 1.068e+00;4;  4.1; 1.459e+00;4;  5.1; 5.233e-01;4;  6.5; 1.008e+00;3;  6.4
G259.9679-00.0748;128.8668;-40.6830;-7.733e+00;0;     ; 1.111e+00;4;  4.1; 1.156e+00;4;  5.2; 2.352e-01;2;  8.0; 8.231e-01;3;  6.6
G259.9703-00.0584;128.8860;-40.6750;-9.644e+00;0;     ; 5.131e-02;3;  5.7;-4.008e-01;0;     ; 2.743e-01;2;  7.5; 1.241e+00;4;  6.3
G259.9632-00.0644;128.8741;-40.6730;-1.309e+01;0;     ; 2.540e-01;4;  4.2; 2.645e-01;1;  8.2; 3.996e-01;3;  6.8; 1.274e+00;4;  6.3
G259.9539-00.0749;128.8556;-40.6718;-1.294e+01;0;     ; 1.219e+00;4;  4.1; 1.345e+00;4;  5.1; 4.584e-01;4;  6.7; 9.484e-01;3;  6.4
G110.2006+00.0111;346.4929;+60.2496; 2.036e+01;1; 12.5; 1.311e+01;4;  4.1; 1.483e+01;4;  5.0; 1.076e+01;4;  6.1; 1.156e+01;4;  6.0
G110.1082+00.0473;346.2931;+60.2462;-5.432e+00;0;     ; 1.090e+01;4;  4.1; 2.488e+01;4;  5.0; 2.436e+01;4;  6.1; 1.129e+02;4;  6.0
G110.1156+00.0296;346.3210;+60.2328;-1.008e+01;0;     ; 8.469e-01;4;  4.1; 1.308e+00;4;  5.2; 4.044e-01;3;  6.8; 6.005e-01;2;  7.1
G110.2023+00.0165;346.4918;+60.2553;-1.899e+01;0;     ; 5.743e-01;4;  4.3; 1.931e+00;4;  5.9; 1.030e+00;2;  7.4; 2.681e+00;3;  6.6
G110.2547+00.0159;346.5894;+60.2753;-2.139e+01;0;     ; 1.245e+00;4;  4.1; 2.182e+00;4;  5.0; 1.489e+00;4;  6.1; 6.266e+00;4;  6.0
G110.0911+00.0506;346.2588;+60.2424;-1.784e+01;0;     ; 3.776e-01;4;  4.1; 6.739e-01;4;  5.6; 5.102e-01;4;  6.6; 2.450e+00;4;  6.1
G110.1749-00.1669;346.5867;+60.0758;-5.522e+00;0;     ; 1.733e+00;4;  4.1; 1.306e+00;4;  5.2; 1.248e+00;4;  6.1; 6.200e-01;2;  7.0
G110.1114+00.0294;346.3134;+60.2310;-8.083e+00;0;     ; 6.417e-01;4;  4.1; 7.968e-01;4;  5.4; 3.341e-01;3;  7.1; 7.628e-01;2;  6.7
G110.2425+00.0037;346.5765;+60.2594;-2.316e+01;0;     ; 5.940e-01;4;  4.1; 6.027e-01;4;  5.8; 2.632e-01;2;  7.7; 1.037e+00;3;  6.4
G110.1021+00.0471;346.2821;+60.2436;-2.177e+01;0;     ; 3.248e+00;4;  4.1; 8.728e+00;4;  5.0; 8.467e+00;4;  6.1; 3.608e+01;4;  6.0
G110.0931-00.0641;346.3545;+60.1378;-8.388e+00;0;     ; 4.991e+00;4;  4.1; 6.346e+00;4;  5.0; 9.978e+00;4;  6.1; 2.401e+01;4;  6.0
G299.5620-00.3837;185.4048;-63.0603; 1.877e+01;1; 42.3; 4.371e+00;4;  4.1; 5.455e+00;4;  5.1; 5.485e+00;4;  6.1; 1.136e+01;4;  6.0
G300.3412-00.2190;187.1504;-62.9759;-5.762e+00;0;     ; 4.829e+00;4;  4.1; 7.371e+00;4;  5.0; 6.475e+00;4;  6.1; 1.221e+01;4;  6.0
G299.8244+00.1228;186.0979;-62.5857;-5.260e+00;0;     ; 1.406e+00;4;  4.1; 8.796e+00;1;  5.3; 7.143e-01;4;  6.4; 8.384e-01;2;  6.7
G300.4134-00.2910;187.2949;-63.0540;-5.623e+00;0;     ; 3.289e+00;4;  4.1; 4.991e+00;4;  5.0; 5.279e+00;4;  6.1; 5.918e+00;4;  6.0
G300.3609-00.3716;187.1638;-63.1297;-5.911e+00;0;     ; 3.126e+00;4;  4.1; 2.147e+00;4;  5.0; 1.502e+00;4;  6.1; 1.034e+00;3;  6.5
G300.3940-00.2811;187.2541;-63.0424;-5.911e+00;0;     ; 2.250e+00;4;  4.1; 2.722e+00;4;  5.0; 1.907e+00;4;  6.1; 1.935e+00;4;  6.2
G299.8358-00.3401;186.0160;-63.0473;-5.911e+00;0;     ; 2.071e+00;4;  4.1; 2.099e+00;4;  5.0; 1.527e+00;4;  6.1; 1.120e+00;3;  6.4
G300.3411-00.2243;187.1490;-62.9812;-5.494e+00;0;     ; 4.681e-01;4;  4.1; 5.484e-01;3;  6.1; 4.556e-01;3;  6.8; 1.886e+00;2;  7.1
G300.1627-00.0929;186.7854;-62.8341;-5.762e+00;0;     ; 3.966e-01;4;  4.2; 5.735e-01;3;  6.1; 4.976e-01;3;  6.7; 1.114e+00;3;  6.4
G299.6703-00.0292;185.7289;-62.7203;-5.911e+00;0;     ; 1.133e+01;4;  4.1; 1.494e+01;4;  5.0; 1.331e+01;4;  6.1; 1.484e+01;4;  6.0
G300.3770-00.2857;187.2159;-63.0455;-5.911e+00;0;     ; 7.266e-01;4;  4.1; 1.026e+00;4;  5.3; 7.734e-01;4;  6.3; 2.855e+00;4;  6.1
G300.3241-00.1982;187.1169;-62.9537;-5.623e+00;0;     ; 4.129e-01;4;  4.1; 6.126e-01;3;  6.0; 8.861e-01;4;  6.3; 1.200e+00;3;  6.4
G299.8740-00.0511;186.1659;-62.7639;-6.653e+00;0;     ; 3.776e+00;4;  4.1; 3.595e+00;4;  5.0; 2.795e+00;4;  6.1; 1.555e+00;4;  6.3
G300.1615-00.0877;186.7837;-62.8288;-9.110e+00;0;     ; 1.867e+00;4;  4.1; 2.925e+00;4;  5.0; 3.922e+00;4;  6.1; 6.029e+00;4;  6.0
G299.8145-00.1937;186.0034;-62.8995;-5.911e+00;0;     ; 4.489e+00;4;  4.1; 3.579e+00;4;  5.0; 1.996e+00;4;  6.1; 7.172e-01;2;  7.0
G300.1562-00.0933;186.7709;-62.8339;-9.110e+00;0;     ; 1.186e+00;4;  4.1; 1.673e+00;4;  5.1; 6.515e-01;4;  6.5; 7.169e-01;2;  7.0
G299.5354-00.0213;185.4384;-62.6972; 1.538e+01;1; 47.3; 4.211e-01;4;  4.4; 1.609e+00;3;  6.0; 3.415e+00;4;  6.2; 9.088e+00;4;  6.1
G300.1302-00.0830;186.7165;-62.8211;-6.886e+00;0;     ; 2.298e-01;4;  4.2; 4.759e-01;3;  6.5; 7.530e-01;4;  6.4; 2.800e+00;4;  6.1
G299.7204+00.0595;185.8584;-62.6375; 1.428e+01;1; 12.9; 1.397e+01;4;  4.1; 1.361e+01;4;  5.0; 1.231e+01;4;  6.1; 1.076e+01;4;  6.0
G300.3703-00.2848;187.2015;-63.0440;-1.633e+01;0;     ; 2.185e-01;4;  4.3; 5.275e-01;3;  6.2; 4.882e-01;3;  6.7; 1.264e+00;3;  6.4
G300.1583-00.1006;186.7742;-62.8413;-9.739e+00;0;     ; 1.098e+00;4;  4.1; 1.444e+00;4;  5.2; 5.369e-01;4;  6.6; 1.244e+00;3;  6.4
G299.6283+00.4263;185.7472;-62.2629;-6.653e+00;0;     ; 2.767e+00;4;  4.1; 2.607e+00;4;  5.0; 1.898e+00;4;  6.1; 1.367e+00;4;  6.3
G300.3956+00.2510;187.3578;-62.5123;-7.147e+00;0;     ; 2.513e+00;4;  4.1; 4.109e+00;4;  5.0; 3.463e+00;4;  6.1; 3.507e+00;4;  6.1
G300.5030-00.1905;187.5103;-62.9615;-9.739e+00;0;     ; 8.040e-01;4;  4.2; 1.054e+00;2;  7.2; 7.927e-01;2;  7.8; 1.826e+00;2;  7.1
G300.5035-00.1804;187.5134;-62.9514; 2.174e+01;1; 27.5; 8.984e-01;4;  4.2; 1.833e+00;3;  5.8; 1.431e+00;3;  6.7; 9.009e+00;4;  6.1
G300.5047-00.1745;187.5171;-62.9456;-6.886e+00;0;     ; 2.031e+00;4;  4.1; 4.458e+00;4;  5.1; 6.585e+00;4;  6.1; 3.405e+01;4;  6.0
G243.1565+00.3597;118.0820;-26.4323;-4.663e+00;0;     ; 1.011e+00;4;  4.1; 3.725e+00;4;  5.0; 7.554e+00;4;  6.1; 1.828e+01;4;  6.0
G243.1423+00.3588;118.0731;-26.4206;-1.809e+01;0;     ; 1.406e-01;4;  4.4; 3.339e-01;2;  7.1; 3.922e-01;3;  6.8; 9.491e-01;3;  6.4
G243.1875+00.3437;118.0844;-26.4672;-4.663e+00;0;     ; 6.227e-01;4;  4.1; 1.051e+00;4;  5.2; 5.671e-01;4;  6.4; 1.817e+00;4;  6.1
G243.1783+00.3421;118.0776;-26.4601;-1.103e+01;0;     ; 1.889e-01;4;  4.2; 4.612e-01;3;  6.1; 2.282e-01;2;  8.0; 1.501e+00;4;  6.2
G243.2018+00.3576;118.1060;-26.4723;-9.667e+00;0;     ; 1.871e-01;4;  4.2; 4.844e-01;3;  6.1; 2.151e-01;2;  8.1; 7.505e-01;2;  6.6
G337.8605+00.2703;249.4238;-46.6782; 1.590e+02;4;  8.5; 2.995e+02;4;  4.1; 4.872e+02;4;  5.0; 3.910e+02;4;  6.1; 4.279e+02;4;  6.0
G337.9353-00.0033;249.7939;-46.8053; 4.517e+01;4;  9.1; 8.231e+01;4;  4.1; 9.537e+01;4;  5.0; 7.275e+01;4;  6.1; 6.688e+01;4;  6.0
G337.8442-00.3748;250.1119;-47.1202;-8.217e+00;0;     ; 4.032e+01;4;  4.1; 8.962e+01;4;  5.0; 1.282e+02;4;  6.1; 2.252e+02;4;  6.0
G338.4450-00.3847;250.7033;-46.6756; 1.918e+01;4;  8.7; 3.184e+01;4;  4.1; 3.657e+01;4;  5.0; 3.891e+01;4;  6.1; 4.699e+01;4;  6.0
G337.5387+00.1300;249.2605;-47.0110;-8.972e+00;0;     ; 2.719e+01;4;  4.1; 4.307e+01;4;  5.0; 5.826e+01;4;  6.1; 4.357e+01;4;  6.0
G337.9141-00.4657;250.2801;-47.1281;-8.087e+00;0;     ; 2.723e+01;4;  4.1; 9.470e+01;4;  5.0; 1.383e+02;4;  6.1; 3.059e+02;4;  6.0
G337.9266-00.4588;250.2846;-47.1141;-8.087e+00;0;     ; 2.274e+01;4;  4.1; 6.861e+01;4;  5.0; 1.039e+02;4;  6.1; 4.898e+02;4;  6.0
G338.4559-00.1877;250.4980;-46.5377; 4.902e+00;2; 11.0; 1.546e+01;4;  4.1; 2.347e+01;4;  5.0; 3.091e+01;4;  6.1; 2.793e+01;4;  6.0
G338.3643-00.3182;250.5530;-46.6926; 4.146e+00;1; 11.9; 1.323e+01;4;  4.1; 1.743e+01;4;  5.0; 1.817e+01;4;  6.1; 1.673e+01;4;  6.0
G338.2231+00.4606;249.5705;-46.2813; 9.675e+00;4;  9.2; 1.107e+01;4;  4.1; 1.468e+01;4;  5.0; 1.280e+01;4;  6.1; 2.135e+01;4;  6.0
G338.3569-00.1343;250.3446;-46.5768; 1.003e+01;3;  9.2; 1.064e+01;4;  4.1; 1.251e+01;4;  5.0; 8.786e+00;4;  6.1; 7.890e+00;4;  6.0
G338.2950-00.3353;250.5051;-46.7560; 4.354e+01;1; 35.0; 9.092e+00;4;  4.1; 1.141e+01;4;  5.0; 1.006e+01;4;  6.1; 1.132e+01;4;  6.0
G338.1988-00.1540;250.2138;-46.7084; 7.975e+00;3;  9.5; 7.330e+00;4;  4.1; 9.801e+00;4;  5.0; 8.259e+00;4;  6.1; 8.136e+00;4;  6.0
G338.3767+00.0902;250.1192;-46.4132; 4.475e+00;1; 11.6; 7.236e+00;4;  4.1; 1.943e+01;4;  5.0; 2.085e+01;4;  6.1; 2.447e+01;4;  6.0
G338.4037+00.1986;250.0275;-46.3211; 2.950e+00;1; 14.6; 6.818e+00;4;  4.1; 1.230e+01;4;  5.0; 1.116e+01;4;  6.1; 1.043e+01;4;  6.0
G337.7190+00.3501;249.1990;-46.7296; 1.879e+01;1; 23.4; 6.296e+00;4;  4.1; 8.272e+00;4;  5.0; 1.330e+01;4;  6.1; 1.335e+01;4;  6.0
G338.2130+00.0941;249.9571;-46.5331; 4.384e+00;1; 11.5; 6.675e+00;4;  4.1; 7.741e+00;4;  5.0; 5.683e+00;4;  6.1; 5.449e+00;4;  6.0
G338.3871+00.2864;249.9166;-46.2753; 7.976e+00;3;  9.6; 7.056e+00;4;  4.1; 8.629e+00;4;  5.0; 7.085e+00;4;  6.1; 4.852e+00;4;  6.0
G337.5939+00.0809;249.3683;-47.0030; 2.275e+01;1; 11.9; 5.821e+00;4;  4.1; 5.629e+00;4;  5.0; 4.507e+00;4;  6.1; 2.584e+00;4;  6.1
G337.6824+00.1156;249.4175;-46.9141;-8.352e+00;0;     ; 5.703e+00;4;  4.1; 9.188e+00;4;  5.0; 1.034e+01;4;  6.1; 9.652e+00;4;  6.0
G337.9947+00.0770;249.7641;-46.7074;-8.352e+00;0;     ; 6.339e+00;4;  4.1; 9.454e+00;4;  5.0; 8.788e+00;4;  6.1; 3.559e+01;4;  6.0
G338.3603-00.4146;250.6550;-46.7591; 3.230e+00;1; 14.0; 5.200e+00;4;  4.1; 7.152e+00;4;  5.0; 6.153e+00;4;  6.1; 6.255e+00;4;  6.0
G337.9055-00.4442;250.2481;-47.1203;-8.087e+00;0;     ; 6.447e+00;4;  4.1; 5.850e+00;4;  5.0; 2.737e+00;4;  6.1; 7.559e+00;4;  6.0
G338.0327-00.0964;249.9902;-46.7945;-8.217e+00;0;     ; 4.615e+00;4;  4.1; 5.527e+00;4;  5.0; 4.652e+00;4;  6.1; 3.731e+00;4;  6.0
G337.6319-00.3403;249.8665;-47.2561;-8.217e+00;0;     ; 4.298e+00;4;  4.1; 6.043e+00;4;  5.0; 6.450e+00;4;  6.1; 5.942e+00;4;  6.0
G338.2329+00.1281;249.9393;-46.4957; 7.299e+00;3;  9.7; 3.967e+00;4;  4.1; 2.074e+00;4;  5.0; 1.394e+00;4;  6.1; 1.020e+00;3;  6.4
G338.3773+00.1837;250.0183;-46.3508; 4.431e+00;1; 11.7; 3.972e+00;4;  4.1; 5.580e+00;4;  5.0; 4.502e+00;4;  6.1; 4.817e+00;4;  6.0
G337.8250-00.3432;250.0584;-47.1137;-8.217e+00;0;     ; 3.431e+00;4;  4.1; 3.878e+00;4;  5.0; 3.070e+00;4;  6.1; 2.746e+00;4;  6.1
G337.7961+00.0078;249.6461;-46.9016;-8.087e+00;0;     ; 3.204e+00;4;  4.1; 4.747e+00;4;  5.0; 3.677e+00;4;  6.1; 2.498e+00;4;  6.1
G338.0855+00.1391;249.7849;-46.5984;-8.352e+00;0;     ; 3.614e+00;4;  4.1; 3.645e+00;4;  5.0; 2.925e+00;4;  6.1; 2.261e+00;4;  6.1
G338.1566-00.1916;250.2141;-46.7649;-7.964e+00;0;     ; 3.405e+00;4;  4.1; 4.014e+00;4;  5.0; 3.152e+00;4;  6.1; 2.169e+00;4;  6.1
G338.4357+00.0591;250.2097;-46.3897;-8.352e+00;0;     ; 3.818e+00;4;  4.1; 8.967e+00;4;  5.0; 1.399e+01;4;  6.1; 4.706e+01;4;  6.0
G338.3546+00.1521;250.0307;-46.3887;-8.352e+00;0;     ; 3.434e+00;4;  4.1; 6.699e+00;4;  5.0; 6.717e+00;4;  6.1; 2.081e+01;4;  6.0
G338.3829+00.1632;250.0460;-46.3602;-8.217e+00;0;     ; 3.154e+00;4;  4.1; 9.480e+00;4;  5.0; 1.186e+01;4;  6.1; 4.256e+01;4;  6.0
G337.9326-00.2122;250.0195;-46.9462;-7.964e+00;0;     ; 3.030e+00;4;  4.1; 4.189e+00;4;  5.0; 4.427e+00;4;  6.1; 3.820e+00;4;  6.0
G338.2598+00.1939;249.8940;-46.4318; 2.549e+01;1; 35.0; 3.038e+00;4;  4.1; 3.563e+00;4;  5.0; 3.106e+00;4;  6.1; 1.907e+00;4;  6.1
G337.9245-00.3173;250.1270;-47.0220; 3.048e+01;1;208.4; 2.835e+00;4;  4.1; 2.659e+00;4;  5.0; 1.867e+00;4;  6.1; 1.019e+00;3;  6.4
G338.0028-00.3398;250.2277;-46.9782;-8.217e+00;0;     ; 3.041e+00;4;  4.1; 2.657e+00;4;  5.0; 1.878e+00;4;  6.1; 1.343e+00;4;  6.3
G337.7750+00.2706;249.3399;-46.7414;-8.217e+00;0;     ; 2.172e+00;4;  4.1; 2.045e+00;4;  5.0; 1.901e+00;4;  6.1; 1.400e+00;4;  6.2
G338.4090+00.1837;250.0488;-46.3271; 1.899e+01;1; 44.8; 2.289e+00;4;  4.1; 3.506e+00;4;  5.0; 2.142e+00;4;  6.1; 9.160e+00;4;  6.0
G337.9943-00.1240;249.9830;-46.8415;-8.217e+00;0;     ; 3.115e+00;4;  4.1; 4.410e+00;4;  5.0; 7.398e+00;4;  6.1; 5.370e+00;4;  6.0
G337.6927-00.3612;249.9490;-47.2246;-9.338e+00;0;     ; 2.135e+00;4;  4.1; 2.733e+00;4;  5.0; 1.279e+00;4;  6.1; 3.755e+00;4;  6.0
G338.4050-00.2033;250.4662;-46.5862; 3.241e+00;1; 13.7; 2.402e+00;4;  4.1; 1.013e+01;4;  5.0; 2.150e+01;4;  6.1; 4.909e+01;4;  6.0
G337.7526+00.2967;249.2897;-46.7405;-8.352e+00;0;     ; 2.384e+00;4;  4.1; 3.358e+00;4;  5.0; 2.920e+00;4;  6.1; 4.269e+00;4;  6.0
G338.2867-00.0485;250.1834;-46.5727; 2.832e+01;1; 30.3; 2.595e+00;4;  4.1; 2.328e+00;4;  5.0; 1.725e+00;4;  6.1; 8.418e-01;3;  6.5
G337.9318+00.0705;249.7101;-46.7587;-8.352e+00;0;     ; 2.696e+00;4;  4.1; 2.803e+00;4;  5.0; 2.589e+00;4;  6.1; 1.760e+00;4;  6.2
G337.9715+00.0908;249.7266;-46.7156;-8.352e+00;0;     ; 2.445e+00;4;  4.1; 2.526e+00;4;  5.0; 4.149e+00;4;  6.1; 4.586e+00;4;  6.0
G338.4316+00.0137;250.2549;-46.4228;-8.217e+00;0;     ; 2.510e+00;4;  4.1; 6.316e+00;4;  5.0; 9.766e+00;4;  6.1; 2.291e+01;4;  6.0
G338.3403+00.1283;250.0428;-46.4152;-8.352e+00;0;     ; 6.620e-01;4;  4.1; 4.664e+00;4;  5.0; 1.148e+01;4;  6.1; 5.230e+01;4;  6.0
G338.3597+00.1430;250.0455;-46.3910;-8.352e+00;0;     ; 1.792e+00;4;  4.1; 6.759e+00;4;  5.0; 1.099e+01;4;  6.1; 3.568e+01;4;  6.0
G337.8100-00.2581;249.9505;-47.0684;-8.087e+00;0;     ; 2.270e+00;4;  4.1; 3.780e+00;4;  5.0; 4.520e+00;4;  6.1; 3.837e+00;4;  6.0
G338.1223+00.2171;249.7360;-46.5190;-8.217e+00;0;     ; 2.412e+00;4;  4.1; 2.713e+00;4;  5.0; 2.213e+00;4;  6.1; 2.612e+00;4;  6.1
G338.4095+00.1048;250.1348;-46.3790;-8.495e+00;0;     ; 2.069e+00;4;  4.1; 3.454e+00;4;  5.0; 3.254e+00;4;  6.1; 3.223e+00;4;  6.0
G338.3996-00.4074;250.6848;-46.7247; 2.814e+01;1; 23.4; 2.055e+00;4;  4.1; 2.555e+00;4;  5.0; 2.561e+00;4;  6.1; 2.167e+01;4;  6.0
G337.6175-00.0618;249.5470;-47.0810;-8.217e+00;0;     ; 1.826e+00;4;  4.1; 5.890e+00;4;  5.0; 8.403e+00;4;  6.1; 1.566e+01;4;  6.0
G338.0779+00.0874;249.8336;-46.6385;-8.352e+00;0;     ; 2.118e+00;4;  4.1; 3.149e+00;4;  5.0; 3.243e+00;4;  6.1; 2.515e+00;4;  6.1
G337.7051-00.0575;249.6283;-47.0129;-8.217e+00;0;     ; 2.043e+00;4;  4.1; 5.135e+00;4;  5.0; 7.077e+00;4;  6.1; 1.543e+01;4;  6.0
G338.0008-00.1498;250.0175;-46.8538;-8.217e+00;0;     ; 2.124e+00;4;  4.1; 2.735e+00;4;  5.0; 2.909e+00;4;  6.1; 5.916e+00;4;  6.0
G338.0074+00.0177;249.8410;-46.7375;-8.087e+00;0;     ; 1.898e+00;4;  4.1; 2.562e+00;4;  5.0; 2.741e+00;4;  6.1; 1.175e+01;4;  6.0
G337.5653-00.4396;249.9105;-47.3718;-8.087e+00;0;     ; 1.761e+00;4;  4.1; 2.104e+00;4;  5.0; 1.095e+00;4;  6.2; 3.385e+00;4;  6.0
G338.1565-00.3280;250.3635;-46.8552;-8.217e+00;0;     ; 1.762e+00;4;  4.1; 2.690e+00;4;  5.0; 2.229e+00;4;  6.1; 2.004e+00;4;  6.1
G337.9207-00.4937;250.3174;-47.1416;-8.217e+00;0;     ; 7.741e+00;4;  4.1; 9.021e+00;4;  5.0; 6.223e+00;4;  6.1; 2.587e+01;4;  6.0
G338.3618+00.0893;250.1058;-46.4250;-8.352e+00;0;     ; 1.687e+00;4;  4.1; 1.885e+00;4;  5.0; 1.593e+00;4;  6.1; 8.160e-01;3;  6.6
G337.6484-00.3504;249.8938;-47.2505;-8.217e+00;0;     ; 1.633e+00;4;  4.1; 1.728e+00;4;  5.0; 2.063e+00;4;  6.1; 1.579e+00;4;  6.2
G338.0641-00.0690;249.9906;-46.7529;-8.217e+00;0;     ; 1.506e+00;4;  4.1; 3.323e+00;4;  5.0; 3.637e+00;4;  6.1; 8.696e+00;4;  6.0
G338.0715+00.0126;249.9087;-46.6930;-8.087e+00;0;     ; 1.442e+00;4;  4.1; 1.979e+00;4;  5.0; 3.525e+00;4;  6.1; 9.644e+00;4;  6.0
G338.2113+00.2021;249.8383;-46.4625;-8.217e+00;0;     ; 1.272e+00;4;  4.1; 2.499e+00;4;  5.0; 2.745e+00;4;  6.1; 1.730e+00;4;  6.2
G337.5212-00.3234;249.7392;-47.3274;-1.146e+01;0;     ; 9.082e-01;4;  4.1; 1.265e+00;4;  5.3; 6.277e-01;4;  6.6; 9.535e-01;2;  6.7
G338.4033+00.0338;250.2060;-46.4307;-8.087e+00;0;     ; 1.446e+00;4;  4.1; 3.194e+00;4;  5.0; 3.280e+00;4;  6.1; 7.878e+00;4;  6.0
G337.5228+00.0898;249.2886;-47.0497;-1.163e+01;0;     ; 1.036e+00;4;  4.1; 1.561e+00;4;  5.2; 2.123e+00;4;  6.1; 1.974e+00;4;  6.2
G338.3739-00.1519;250.3801;-46.5757;-8.217e+00;0;     ; 1.034e+00;4;  4.1; 1.977e+00;4;  5.0; 2.807e+00;4;  6.1; 6.895e+00;4;  6.0
G338.3253+00.1541;250.0003;-46.4093;-8.972e+00;0;     ; 1.229e+00;4;  4.1; 1.730e+00;4;  5.0; 1.307e+00;4;  6.1; 6.452e+00;4;  6.0
G337.5603+00.2260;249.1776;-46.9305;-1.023e+01;0;     ; 1.002e+00;4;  4.1; 8.222e-01;4;  5.4; 9.568e-01;4;  6.2; 1.115e+00;3;  6.4
G337.9261+00.2000;249.5639;-46.6764;-8.217e+00;0;     ; 8.753e-01;4;  4.1; 1.283e+00;4;  5.2; 1.018e+00;4;  6.2; 6.095e-01;2;  7.0
G338.3676-00.0225;250.2331;-46.4948;-8.217e+00;0;     ; 4.535e-01;4;  4.1; 2.713e+00;4;  5.0; 3.588e+00;4;  6.1; 7.196e+00;4;  6.0
